DATE,Time (hour),pH,N (mg/kg),P (mg/kg),K (mg/kg)
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,3,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.5,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,4,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,5,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,53,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,6,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,7,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,8,6.3,54,5,18
12/1/2024,9,6.3,54,5,18
12/1/2024,9,6.3,54,5,18
12/1/2024,9,6.3,54,5,18
12/1/2024,9,6.3,54,5,18
